"country","year","age_group","gender","education","status","sector_group","population"
"Kenya",2022,"15-24","male","tertiary","inactive",NA,53645
"Kenya",2022,"15-24","male","tertiary","student",NA,32125
"Kenya",2022,"15-24","male","tertiary","unemployed",NA,54445
"Kenya",2022,"25-35","female","no","employed","Agriculture",194506
"Kenya",2022,"25-35","female","no","employed","Industry",58797
"Kenya",2022,"25-35","female","no","employed","Services",120196
"Kenya",2022,"25-35","female","no","inactive",NA,85898
"Kenya",2022,"25-35","female","no","student",NA,10444
"Kenya",2022,"25-35","female","no","unemployed",NA,9242
"Kenya",2022,"25-35","female","primary","employed","Agriculture",231644
"Kenya",2022,"25-35","female","primary","employed","Industry",84478
"Kenya",2022,"25-35","female","primary","employed","Services",182362
"Kenya",2022,"25-35","female","primary","inactive",NA,45373
"Kenya",2022,"25-35","female","primary","student",NA,9328
"Kenya",2022,"25-35","female","primary","unemployed",NA,15764
"Kenya",2022,"25-35","female","secondary","employed","Agriculture",751679
"Kenya",2022,"25-35","female","secondary","employed","Industry",201304
"Kenya",2022,"25-35","female","secondary","employed","Services",1393045
"Kenya",2022,"25-35","female","secondary","inactive",NA,226785
"Kenya",2022,"25-35","female","secondary","student",NA,57689
"Kenya",2022,"25-35","female","secondary","unemployed",NA,88547
"Kenya",2022,"25-35","female","tertiary","employed","Agriculture",66786
"Kenya",2022,"25-35","female","tertiary","employed","Industry",50606
"Kenya",2022,"25-35","female","tertiary","employed","Services",329817
"Kenya",2022,"25-35","female","tertiary","inactive",NA,18382
"Kenya",2022,"25-35","female","tertiary","student",NA,49810
"Kenya",2022,"25-35","female","tertiary","unemployed",NA,29396
"Kenya",2022,"25-35","male","no","employed","Agriculture",263810
"Kenya",2022,"25-35","male","no","employed","Industry",59620
"Kenya",2022,"25-35","male","no","employed","Services",106598
"Kenya",2022,"25-35","male","no","inactive",NA,33779
"Kenya",2022,"25-35","male","no","student",NA,7283
"Kenya",2022,"25-35","male","no","unemployed",NA,11653
"Kenya",2022,"25-35","male","primary","employed","Agriculture",191962
"Kenya",2022,"25-35","male","primary","employed","Industry",109648
"Kenya",2022,"25-35","male","primary","employed","Services",154631
"Kenya",2022,"25-35","male","primary","inactive",NA,13019
"Kenya",2022,"25-35","male","primary","student",NA,8945
"Kenya",2022,"25-35","male","primary","unemployed",NA,15801
"Kenya",2022,"25-35","male","secondary","employed","Agriculture",657682
"Kenya",2022,"25-35","male","secondary","employed","Industry",559705
"Kenya",2022,"25-35","male","secondary","employed","Services",1276028
"Kenya",2022,"25-35","male","secondary","inactive",NA,54850
"Kenya",2022,"25-35","male","secondary","student",NA,97538
"Kenya",2022,"25-35","male","secondary","unemployed",NA,87998
"Kenya",2022,"25-35","male","tertiary","employed","Agriculture",80459
"Kenya",2022,"25-35","male","tertiary","employed","Industry",84223
"Kenya",2022,"25-35","male","tertiary","employed","Services",308134
"Kenya",2022,"25-35","male","tertiary","student",NA,71223
"Kenya",2022,"25-35","male","tertiary","unemployed",NA,25051
"Kenya",2023,"15-24","female","no","employed","Agriculture",50512
"Kenya",2023,"15-24","female","no","employed","Industry",17298
"Kenya",2023,"15-24","female","no","employed","Services",28443
"Kenya",2023,"15-24","female","no","inactive",NA,115619
"Kenya",2023,"15-24","female","no","student",NA,96367
"Kenya",2023,"15-24","female","no","unemployed",NA,8663
"Kenya",2023,"15-24","female","primary","employed","Agriculture",76321
"Kenya",2023,"15-24","female","primary","employed","Industry",30633
"Kenya",2023,"15-24","female","primary","employed","Services",78014
"Kenya",2023,"15-24","female","primary","inactive",NA,65447
"Kenya",2023,"15-24","female","primary","student",NA,301380
"Kenya",2023,"15-24","female","primary","unemployed",NA,21085
"Kenya",2023,"15-24","female","secondary","employed","Agriculture",480672
"Kenya",2023,"15-24","female","secondary","employed","Industry",147816
"Kenya",2023,"15-24","female","secondary","employed","Services",878258
"Kenya",2023,"15-24","female","secondary","inactive",NA,767235
"Kenya",2023,"15-24","female","secondary","student",NA,1676133
"Kenya",2023,"15-24","female","secondary","unemployed",NA,242795
"Kenya",2023,"15-24","female","tertiary","employed","Agriculture",25980
"Kenya",2023,"15-24","female","tertiary","employed","Industry",13589
"Kenya",2023,"15-24","female","tertiary","employed","Services",86876
"Kenya",2023,"15-24","female","tertiary","inactive",NA,60657
"Kenya",2023,"15-24","female","tertiary","student",NA,28110
"Kenya",2023,"15-24","female","tertiary","unemployed",NA,47466
"Kenya",2023,"15-24","male","no","employed","Agriculture",61422
"Kenya",2023,"15-24","male","no","employed","Industry",22654
"Kenya",2023,"15-24","male","no","employed","Services",65345
"Kenya",2023,"15-24","male","no","inactive",NA,116799
"Kenya",2023,"15-24","male","no","student",NA,129535
"Kenya",2023,"15-24","male","no","unemployed",NA,11395
"Kenya",2023,"15-24","male","primary","employed","Agriculture",47077
"Kenya",2023,"15-24","male","primary","employed","Industry",39214
"Kenya",2023,"15-24","male","primary","employed","Services",103153
"Kenya",2023,"15-24","male","primary","student",NA,338164
"Kenya",2023,"15-24","male","primary","unemployed",NA,19532
"Kenya",2023,"15-24","male","secondary","employed","Agriculture",467171
"Kenya",2023,"15-24","male","secondary","employed","Industry",360865
"Kenya",2023,"15-24","male","secondary","employed","Services",747446
"Kenya",2023,"15-24","male","secondary","inactive",NA,365785
"Kenya",2023,"15-24","male","secondary","student",NA,2017338
"Kenya",2023,"15-24","male","secondary","unemployed",NA,203897
"Kenya",2023,"15-24","male","tertiary","employed","Agriculture",43945
"Kenya",2023,"15-24","male","tertiary","employed","Industry",11821
"Kenya",2023,"15-24","male","tertiary","employed","Services",48781
"Kenya",2023,"15-24","male","tertiary","inactive",NA,65551
"Kenya",2023,"15-24","male","tertiary","student",NA,51194
"Kenya",2023,"15-24","male","tertiary","unemployed",NA,51412
"Kenya",2023,"25-35","female","no","employed","Agriculture",178537
"Kenya",2023,"25-35","female","no","employed","Industry",56395
"Kenya",2023,"25-35","female","no","employed","Services",110142
"Kenya",2023,"25-35","female","no","inactive",NA,75641
"Kenya",2023,"25-35","female","no","student",NA,9750
"Kenya",2023,"25-35","female","no","unemployed",NA,9804
"Kenya",2023,"25-35","female","primary","employed","Agriculture",233011
"Kenya",2023,"25-35","female","primary","employed","Industry",86546
"Kenya",2023,"25-35","female","primary","employed","Services",182122
"Kenya",2023,"25-35","female","primary","inactive",NA,45880
"Kenya",2023,"25-35","female","primary","student",NA,9375
"Kenya",2023,"25-35","female","primary","unemployed",NA,16687
"Kenya",2023,"25-35","female","secondary","employed","Agriculture",762630
"Kenya",2023,"25-35","female","secondary","employed","Industry",213455
"Kenya",2023,"25-35","female","secondary","employed","Services",1457109
"Kenya",2023,"25-35","female","secondary","inactive",NA,235901
"Kenya",2023,"25-35","female","secondary","student",NA,59849
"Kenya",2023,"25-35","female","secondary","unemployed",NA,91619
"Kenya",2023,"25-35","female","tertiary","employed","Agriculture",67184
"Kenya",2023,"25-35","female","tertiary","employed","Industry",53957
"Kenya",2023,"25-35","female","tertiary","employed","Services",350577
"Kenya",2023,"25-35","female","tertiary","inactive",NA,22753
"Kenya",2023,"25-35","female","tertiary","student",NA,52596
"Kenya",2023,"25-35","female","tertiary","unemployed",NA,27113
"Kenya",2023,"25-35","male","no","employed","Agriculture",252641
"Kenya",2023,"25-35","male","no","employed","Industry",57361
"Kenya",2023,"25-35","male","no","employed","Services",99729
"Kenya",2023,"25-35","male","no","inactive",NA,28787
"Kenya",2023,"25-35","male","no","student",NA,6538
"Kenya",2023,"25-35","male","no","unemployed",NA,12057
"Kenya",2023,"25-35","male","primary","employed","Agriculture",194701
"Kenya",2023,"25-35","male","primary","employed","Industry",112252
"Kenya",2023,"25-35","male","primary","employed","Services",153276
"Kenya",2023,"25-35","male","primary","inactive",NA,12889
"Kenya",2023,"25-35","male","primary","student",NA,8540
"Kenya",2023,"25-35","male","primary","unemployed",NA,15904
"Kenya",2023,"25-35","male","secondary","employed","Agriculture",679184
"Kenya",2023,"25-35","male","secondary","employed","Industry",589768
"Kenya",2023,"25-35","male","secondary","employed","Services",1311014
"Kenya",2023,"25-35","male","secondary","inactive",NA,58148
"Kenya",2023,"25-35","male","secondary","student",NA,95464
"Kenya",2023,"25-35","male","secondary","unemployed",NA,90332
"Kenya",2023,"25-35","male","tertiary","employed","Agriculture",83444
"Kenya",2023,"25-35","male","tertiary","employed","Industry",89235
"Kenya",2023,"25-35","male","tertiary","employed","Services",320039
"Kenya",2023,"25-35","male","tertiary","student",NA,81348
"Kenya",2023,"25-35","male","tertiary","unemployed",NA,23217
"Kenya",2024,"15-24","female","no","employed","Agriculture",37148
"Kenya",2024,"15-24","female","no","employed","Industry",15171
"Kenya",2024,"15-24","female","no","employed","Services",21301
"Kenya",2024,"15-24","female","no","inactive",NA,85531
"Kenya",2024,"15-24","female","no","student",NA,84301
"Kenya",2024,"15-24","female","no","unemployed",NA,6467
"Kenya",2024,"15-24","female","primary","employed","Agriculture",64949
"Kenya",2024,"15-24","female","primary","employed","Industry",29300
"Kenya",2024,"15-24","female","primary","employed","Services",65930
"Kenya",2024,"15-24","female","primary","inactive",NA,63969
"Kenya",2024,"15-24","female","primary","student",NA,293784
"Kenya",2024,"15-24","female","primary","unemployed",NA,17406
"Kenya",2024,"15-24","female","secondary","employed","Agriculture",498835
"Kenya",2024,"15-24","female","secondary","employed","Industry",156998
"Kenya",2024,"15-24","female","secondary","employed","Services",923848
"Kenya",2024,"15-24","female","secondary","inactive",NA,828430
"Kenya",2024,"15-24","female","secondary","student",NA,1747330
"Kenya",2024,"15-24","female","secondary","unemployed",NA,247886
"Kenya",2024,"15-24","female","tertiary","employed","Agriculture",28898
"Kenya",2024,"15-24","female","tertiary","employed","Industry",15407
"Kenya",2024,"15-24","female","tertiary","employed","Services",96758
"Kenya",2024,"15-24","female","tertiary","inactive",NA,55683
"Kenya",2024,"15-24","female","tertiary","student",NA,29292
"Kenya",2024,"15-24","female","tertiary","unemployed",NA,54375
"Kenya",2024,"15-24","male","no","employed","Agriculture",39055
"Kenya",2024,"15-24","male","no","employed","Industry",9879
"Kenya",2024,"15-24","male","no","employed","Services",22068
"Kenya",2024,"15-24","male","no","inactive",NA,189132
"Kenya",2024,"15-24","male","no","student",NA,69200
"Kenya",2024,"15-24","male","no","unemployed",NA,4405
"Kenya",2024,"15-24","male","primary","employed","Agriculture",40934
"Kenya",2024,"15-24","male","primary","employed","Industry",32893
"Kenya",2024,"15-24","male","primary","employed","Services",84936
"Kenya",2024,"15-24","male","primary","inactive",NA,61905
"Kenya",2024,"15-24","male","primary","student",NA,268994
"Kenya",2024,"15-24","male","primary","unemployed",NA,15625
"Kenya",2024,"15-24","male","secondary","employed","Agriculture",515320
"Kenya",2024,"15-24","male","secondary","employed","Industry",401242
"Kenya",2024,"15-24","male","secondary","employed","Services",837359
"Kenya",2024,"15-24","male","secondary","inactive",NA,234641
"Kenya",2024,"15-24","male","secondary","student",NA,2172479
"Kenya",2024,"15-24","male","secondary","unemployed",NA,223670
"Kenya",2024,"15-24","male","tertiary","employed","Agriculture",32814
"Kenya",2024,"15-24","male","tertiary","employed","Industry",9921
"Kenya",2024,"15-24","male","tertiary","employed","Services",41145
"Kenya",2024,"15-24","male","tertiary","inactive",NA,89160
"Kenya",2024,"15-24","male","tertiary","student",NA,69564
"Kenya",2024,"15-24","male","tertiary","unemployed",NA,49997
"Kenya",2024,"25-35","female","no","employed","Agriculture",162057
"Kenya",2024,"25-35","female","no","employed","Industry",53741
"Kenya",2024,"25-35","female","no","employed","Services",99696
"Kenya",2024,"25-35","female","no","inactive",NA,67414
"Kenya",2024,"25-35","female","no","student",NA,9036
"Kenya",2024,"25-35","female","no","unemployed",NA,9516
"Kenya",2024,"25-35","female","primary","employed","Agriculture",234348
"Kenya",2024,"25-35","female","primary","employed","Industry",88757
"Kenya",2024,"25-35","female","primary","employed","Services",181762
"Kenya",2024,"25-35","female","primary","inactive",NA,46885
"Kenya",2024,"25-35","female","primary","student",NA,9439
"Kenya",2024,"25-35","female","primary","unemployed",NA,17152
"Kenya",2024,"25-35","female","secondary","employed","Agriculture",771690
"Kenya",2024,"25-35","female","secondary","employed","Industry",225834
"Kenya",2024,"25-35","female","secondary","employed","Services",1520563
"Kenya",2024,"25-35","female","secondary","inactive",NA,247659
"Kenya",2024,"25-35","female","secondary","student",NA,62062
"Kenya",2024,"25-35","female","secondary","unemployed",NA,94334
"Kenya",2024,"25-35","female","tertiary","employed","Agriculture",67127
"Kenya",2024,"25-35","female","tertiary","employed","Industry",57096
"Kenya",2024,"25-35","female","tertiary","employed","Services",370640
"Kenya",2024,"25-35","female","tertiary","inactive",NA,27032
"Kenya",2024,"25-35","female","tertiary","student",NA,55220
"Kenya",2024,"25-35","female","tertiary","unemployed",NA,26277
"Kenya",2024,"25-35","male","no","employed","Agriculture",240847
"Kenya",2024,"25-35","male","no","employed","Industry",55010
"Kenya",2024,"25-35","male","no","employed","Services",92901
"Kenya",2024,"25-35","male","no","inactive",NA,25081
"Kenya",2024,"25-35","male","no","student",NA,5929
"Kenya",2024,"25-35","male","no","unemployed",NA,11787
"Kenya",2024,"25-35","male","primary","employed","Agriculture",197364
"Kenya",2024,"25-35","male","primary","employed","Industry",114908
"Kenya",2024,"25-35","male","primary","employed","Services",151859
"Kenya",2024,"25-35","male","primary","inactive",NA,12835
"Kenya",2024,"25-35","male","primary","student",NA,8161
"Kenya",2024,"25-35","male","primary","unemployed",NA,15916
"Kenya",2024,"25-35","male","secondary","employed","Agriculture",700408
"Kenya",2024,"25-35","male","secondary","employed","Industry",621012
"Kenya",2024,"25-35","male","secondary","employed","Services",1345490
"Kenya",2024,"25-35","male","secondary","inactive",NA,61159
"Kenya",2024,"25-35","male","secondary","student",NA,93548
"Kenya",2024,"25-35","male","secondary","unemployed",NA,92376
"Kenya",2024,"25-35","male","tertiary","employed","Agriculture",86084
"Kenya",2024,"25-35","male","tertiary","employed","Industry",94233
"Kenya",2024,"25-35","male","tertiary","employed","Services",331438
"Kenya",2024,"25-35","male","tertiary","student",NA,91127
"Kenya",2024,"25-35","male","tertiary","unemployed",NA,22499
"Kenya",2025,"15-24","female","no","employed","Agriculture",36120
"Kenya",2025,"15-24","female","no","employed","Industry",15246
"Kenya",2025,"15-24","female","no","employed","Services",21340
"Kenya",2025,"15-24","female","no","inactive",NA,48160
"Kenya",2025,"15-24","female","no","student",NA,55599
"Kenya",2025,"15-24","female","no","unemployed",NA,6318
"Kenya",2025,"15-24","female","primary","employed","Agriculture",79073
"Kenya",2025,"15-24","female","primary","employed","Industry",33472
"Kenya",2025,"15-24","female","primary","employed","Services",79086
"Kenya",2025,"15-24","female","primary","inactive",NA,45471
"Kenya",2025,"15-24","female","primary","student",NA,239608
"Kenya",2025,"15-24","female","primary","unemployed",NA,21060
"Kenya",2025,"15-24","female","secondary","employed","Agriculture",481910
"Kenya",2025,"15-24","female","secondary","employed","Industry",159809
"Kenya",2025,"15-24","female","secondary","employed","Services",944147
"Kenya",2025,"15-24","female","secondary","inactive",NA,897397
"Kenya",2025,"15-24","female","secondary","student",NA,1895817
"Kenya",2025,"15-24","female","secondary","unemployed",NA,234681
"Kenya",2025,"15-24","female","tertiary","employed","Agriculture",21783
"Kenya",2025,"15-24","female","tertiary","employed","Industry",13708
"Kenya",2025,"15-24","female","tertiary","employed","Services",87605
"Kenya",2025,"15-24","female","tertiary","inactive",NA,68740
"Kenya",2025,"15-24","female","tertiary","student",NA,37513
"Kenya",2025,"15-24","female","tertiary","unemployed",NA,68687
"Kenya",2025,"15-24","male","no","employed","Agriculture",30881
"Kenya",2025,"15-24","male","no","employed","Industry",7266
"Kenya",2025,"15-24","male","no","employed","Services",17562
"Kenya",2025,"15-24","male","no","inactive",NA,149085
"Kenya",2025,"15-24","male","no","student",NA,52358
"Kenya",2025,"15-24","male","no","unemployed",NA,3182
"Kenya",2025,"15-24","male","primary","employed","Agriculture",39362
"Kenya",2025,"15-24","male","primary","employed","Industry",29793
"Kenya",2025,"15-24","male","primary","employed","Services",71436
"Kenya",2025,"15-24","male","primary","inactive",NA,81654
"Kenya",2025,"15-24","male","primary","student",NA,227831
"Kenya",2025,"15-24","male","primary","unemployed",NA,13359
"Kenya",2025,"15-24","male","secondary","employed","Agriculture",549476
"Kenya",2025,"15-24","male","secondary","employed","Industry",427476
"Kenya",2025,"15-24","male","secondary","employed","Services",887001
"Kenya",2025,"15-24","male","secondary","inactive",NA,218086
"Kenya",2025,"15-24","male","secondary","student",NA,2285373
"Kenya",2025,"15-24","male","secondary","unemployed",NA,239537
"Kenya",2025,"15-24","male","tertiary","employed","Agriculture",10063
"Kenya",2025,"15-24","male","tertiary","employed","Industry",4996
"Kenya",2025,"15-24","male","tertiary","employed","Services",20107
"Kenya",2025,"15-24","male","tertiary","inactive",NA,155990
"Kenya",2025,"15-24","male","tertiary","student",NA,78820
"Kenya",2025,"15-24","male","tertiary","unemployed",NA,42757
"Kenya",2025,"25-35","female","no","employed","Agriculture",144182
"Kenya",2025,"25-35","female","no","employed","Industry",50490
"Kenya",2025,"25-35","female","no","employed","Services",88328
"Kenya",2025,"25-35","female","no","inactive",NA,62234
"Kenya",2025,"25-35","female","no","student",NA,8275
"Kenya",2025,"25-35","female","no","unemployed",NA,9079
"Kenya",2025,"25-35","female","primary","employed","Agriculture",234630
"Kenya",2025,"25-35","female","primary","employed","Industry",90750
"Kenya",2025,"25-35","female","primary","employed","Services",180380
"Kenya",2025,"25-35","female","primary","inactive",NA,49863
"Kenya",2025,"25-35","female","primary","student",NA,9502
"Kenya",2025,"25-35","female","primary","unemployed",NA,17899
"Kenya",2025,"25-35","female","secondary","employed","Agriculture",775943
"Kenya",2025,"25-35","female","secondary","employed","Industry",237402
"Kenya",2025,"25-35","female","secondary","employed","Services",1576345
"Kenya",2025,"25-35","female","secondary","inactive",NA,270187
"Kenya",2025,"25-35","female","secondary","student",NA,64269
"Kenya",2025,"25-35","female","secondary","unemployed",NA,99547
"Kenya",2025,"25-35","female","tertiary","employed","Agriculture",66553
"Kenya",2025,"25-35","female","tertiary","employed","Industry",59994
"Kenya",2025,"25-35","female","tertiary","employed","Services",389046
"Kenya",2025,"25-35","female","tertiary","inactive",NA,32373
"Kenya",2025,"25-35","female","tertiary","student",NA,58001
"Kenya",2025,"25-35","female","tertiary","unemployed",NA,26806
"Kenya",2025,"25-35","male","no","employed","Agriculture",226078
"Kenya",2025,"25-35","male","no","employed","Industry",51977
"Kenya",2025,"25-35","male","no","employed","Services",85134
"Kenya",2025,"25-35","male","no","inactive",NA,25862
"Kenya",2025,"25-35","male","no","student",NA,5419
"Kenya",2025,"25-35","male","no","unemployed",NA,11512
"Kenya",2025,"25-35","male","primary","employed","Agriculture",198871
"Kenya",2025,"25-35","male","primary","employed","Industry",116886
"Kenya",2025,"25-35","male","primary","employed","Services",149431
"Kenya",2025,"25-35","male","primary","inactive",NA,15070
"Kenya",2025,"25-35","male","primary","student",NA,8020
"Kenya",2025,"25-35","male","primary","unemployed",NA,16302
"Kenya",2025,"25-35","male","secondary","employed","Agriculture",717848
"Kenya",2025,"25-35","male","secondary","employed","Industry",649732
"Kenya",2025,"25-35","male","secondary","employed","Services",1370653
"Kenya",2025,"25-35","male","secondary","inactive",NA,75272
"Kenya",2025,"25-35","male","secondary","student",NA,93812
"Kenya",2025,"25-35","male","secondary","unemployed",NA,96786
"Kenya",2025,"25-35","male","tertiary","employed","Agriculture",88767
"Kenya",2025,"25-35","male","tertiary","employed","Industry",99496
"Kenya",2025,"25-35","male","tertiary","employed","Services",342823
"Kenya",2025,"25-35","male","tertiary","inactive",NA,1034
"Kenya",2025,"25-35","male","tertiary","student",NA,98450
"Kenya",2025,"25-35","male","tertiary","unemployed",NA,22979
"Kenya",2026,"15-24","female","no","employed","Agriculture",35645
"Kenya",2026,"15-24","female","no","employed","Industry",15962
"Kenya",2026,"15-24","female","no","employed","Services",22107
"Kenya",2026,"15-24","female","no","inactive",NA,40058
"Kenya",2026,"15-24","female","no","student",NA,52208
"Kenya",2026,"15-24","female","no","unemployed",NA,6105
"Kenya",2026,"15-24","female","primary","employed","Agriculture",80233
"Kenya",2026,"15-24","female","primary","employed","Industry",34560
"Kenya",2026,"15-24","female","primary","employed","Services",80692
"Kenya",2026,"15-24","female","primary","inactive",NA,39402
"Kenya",2026,"15-24","female","primary","student",NA,232197
"Kenya",2026,"15-24","female","primary","unemployed",NA,20848
"Kenya",2026,"15-24","female","secondary","employed","Agriculture",474476
"Kenya",2026,"15-24","female","secondary","employed","Industry",165783
"Kenya",2026,"15-24","female","secondary","employed","Services",980590
"Kenya",2026,"15-24","female","secondary","inactive",NA,890040
"Kenya",2026,"15-24","female","secondary","student",NA,1953836
"Kenya",2026,"15-24","female","secondary","unemployed",NA,244335
"Kenya",2026,"15-24","female","tertiary","employed","Agriculture",13480
"Kenya",2026,"15-24","female","tertiary","employed","Industry",10031
"Kenya",2026,"15-24","female","tertiary","employed","Services",65663
"Kenya",2026,"15-24","female","tertiary","inactive",NA,110210
"Kenya",2026,"15-24","female","tertiary","student",NA,51486
"Kenya",2026,"15-24","female","tertiary","unemployed",NA,61860
"Kenya",2026,"15-24","male","no","employed","Agriculture",41244
"Kenya",2026,"15-24","male","no","employed","Industry",12572
"Kenya",2026,"15-24","male","no","employed","Services",36658
"Kenya",2026,"15-24","male","no","inactive",NA,71959
"Kenya",2026,"15-24","male","no","student",NA,79007
"Kenya",2026,"15-24","male","no","unemployed",NA,7536
"Kenya",2026,"15-24","male","primary","employed","Agriculture",36779
"Kenya",2026,"15-24","male","primary","employed","Industry",27853
"Kenya",2026,"15-24","male","primary","employed","Services",63498
"Kenya",2026,"15-24","male","primary","inactive",NA,108027
"Kenya",2026,"15-24","male","primary","student",NA,207784
"Kenya",2026,"15-24","male","primary","unemployed",NA,13331
"Kenya",2026,"15-24","male","secondary","employed","Agriculture",544698
"Kenya",2026,"15-24","male","secondary","employed","Industry",439486
"Kenya",2026,"15-24","male","secondary","employed","Services",890876
"Kenya",2026,"15-24","male","secondary","inactive",NA,180283
"Kenya",2026,"15-24","male","secondary","student",NA,2382927
"Kenya",2026,"15-24","male","secondary","unemployed",NA,264142
"Kenya",2026,"15-24","male","tertiary","employed","Agriculture",4567
"Kenya",2026,"15-24","male","tertiary","employed","Industry",2846
"Kenya",2026,"15-24","male","tertiary","employed","Services",9527
"Kenya",2026,"15-24","male","tertiary","inactive",NA,269634
"Kenya",2026,"15-24","male","tertiary","student",NA,23691
"Kenya",2026,"15-24","male","tertiary","unemployed",NA,17111
"Kenya",2026,"25-35","female","no","employed","Agriculture",135320
"Kenya",2026,"25-35","female","no","employed","Industry",49611
"Kenya",2026,"25-35","female","no","employed","Services",82649
"Kenya",2026,"25-35","female","no","inactive",NA,60650
"Kenya",2026,"25-35","female","no","student",NA,7990
"Kenya",2026,"25-35","female","no","unemployed",NA,8994
"Kenya",2026,"25-35","female","primary","employed","Agriculture",231814
"Kenya",2026,"25-35","female","primary","employed","Industry",92426
"Kenya",2026,"25-35","female","primary","employed","Services",177099
"Kenya",2026,"25-35","female","primary","inactive",NA,52022
"Kenya",2026,"25-35","female","primary","student",NA,9461
"Kenya",2026,"25-35","female","primary","unemployed",NA,18357
"Kenya",2026,"25-35","female","secondary","employed","Agriculture",783157
"Kenya",2026,"25-35","female","secondary","employed","Industry",250657
"Kenya",2026,"25-35","female","secondary","employed","Services",1644056
"Kenya",2026,"25-35","female","secondary","inactive",NA,294202
"Kenya",2026,"25-35","female","secondary","student",NA,66891
"Kenya",2026,"25-35","female","secondary","unemployed",NA,105532
"Kenya",2026,"25-35","female","tertiary","employed","Agriculture",66422
"Kenya",2026,"25-35","female","tertiary","employed","Industry",63396
"Kenya",2026,"25-35","female","tertiary","employed","Services",411502
"Kenya",2026,"25-35","female","tertiary","inactive",NA,38028
"Kenya",2026,"25-35","female","tertiary","student",NA,61298
"Kenya",2026,"25-35","female","tertiary","unemployed",NA,27948
"Kenya",2026,"25-35","male","no","employed","Agriculture",219363
"Kenya",2026,"25-35","male","no","employed","Industry",50882
"Kenya",2026,"25-35","male","no","employed","Services",80461
"Kenya",2026,"25-35","male","no","inactive",NA,26975
"Kenya",2026,"25-35","male","no","student",NA,5300
"Kenya",2026,"25-35","male","no","unemployed",NA,11499
"Kenya",2026,"25-35","male","primary","employed","Agriculture",199669
"Kenya",2026,"25-35","male","primary","employed","Industry",118461
"Kenya",2026,"25-35","male","primary","employed","Services",146584
"Kenya",2026,"25-35","male","primary","inactive",NA,17072
"Kenya",2026,"25-35","male","primary","student",NA,8036
"Kenya",2026,"25-35","male","primary","unemployed",NA,16614
"Kenya",2026,"25-35","male","secondary","employed","Agriculture",736983
"Kenya",2026,"25-35","male","secondary","employed","Industry",684667
"Kenya",2026,"25-35","male","secondary","employed","Services",1404295
"Kenya",2026,"25-35","male","secondary","inactive",NA,89699
"Kenya",2026,"25-35","male","secondary","student",NA,97193
"Kenya",2026,"25-35","male","secondary","unemployed",NA,101822
"Kenya",2026,"25-35","male","tertiary","employed","Agriculture",92430
"Kenya",2026,"25-35","male","tertiary","employed","Industry",106712
"Kenya",2026,"25-35","male","tertiary","employed","Services",359996
"Kenya",2026,"25-35","male","tertiary","inactive",NA,3431
"Kenya",2026,"25-35","male","tertiary","student",NA,104250
"Kenya",2026,"25-35","male","tertiary","unemployed",NA,24074
"Kenya",2027,"15-24","female","no","employed","Agriculture",36682
"Kenya",2027,"15-24","female","no","employed","Industry",17163
"Kenya",2027,"15-24","female","no","employed","Services",23534
"Kenya",2027,"15-24","female","no","inactive",NA,31742
"Kenya",2027,"15-24","female","no","student",NA,46354
"Kenya",2027,"15-24","female","no","unemployed",NA,5981
"Kenya",2027,"15-24","female","primary","employed","Agriculture",84134
"Kenya",2027,"15-24","female","primary","employed","Industry",36082
"Kenya",2027,"15-24","female","primary","employed","Services",84770
"Kenya",2027,"15-24","female","primary","inactive",NA,33266
"Kenya",2027,"15-24","female","primary","student",NA,218643
"Kenya",2027,"15-24","female","primary","unemployed",NA,21230
"Kenya",2027,"15-24","female","secondary","employed","Agriculture",455338
"Kenya",2027,"15-24","female","secondary","employed","Industry",166921
"Kenya",2027,"15-24","female","secondary","employed","Services",990163
"Kenya",2027,"15-24","female","secondary","inactive",NA,888278
"Kenya",2027,"15-24","female","secondary","student",NA,2031814
"Kenya",2027,"15-24","female","secondary","unemployed",NA,271713
"Kenya",2027,"15-24","female","tertiary","employed","Agriculture",12354
"Kenya",2027,"15-24","female","tertiary","employed","Industry",10279
"Kenya",2027,"15-24","female","tertiary","employed","Services",66730
"Kenya",2027,"15-24","female","tertiary","inactive",NA,146628
"Kenya",2027,"15-24","female","tertiary","student",NA,55115
"Kenya",2027,"15-24","female","tertiary","unemployed",NA,36308
"Kenya",2027,"15-24","male","no","employed","Agriculture",41130
"Kenya",2027,"15-24","male","no","employed","Industry",12599
"Kenya",2027,"15-24","male","no","employed","Services",35730
"Kenya",2027,"15-24","male","no","inactive",NA,70410
"Kenya",2027,"15-24","male","no","student",NA,70933
"Kenya",2027,"15-24","male","no","unemployed",NA,6882
"Kenya",2027,"15-24","male","primary","employed","Agriculture",37426
"Kenya",2027,"15-24","male","primary","employed","Industry",28279
"Kenya",2027,"15-24","male","primary","employed","Services",62752
"Kenya",2027,"15-24","male","primary","inactive",NA,110796
"Kenya",2027,"15-24","male","primary","student",NA,199107
"Kenya",2027,"15-24","male","primary","unemployed",NA,12721
"Kenya",2027,"15-24","male","secondary","employed","Agriculture",538454
"Kenya",2027,"15-24","male","secondary","employed","Industry",450710
"Kenya",2027,"15-24","male","secondary","employed","Services",891548
"Kenya",2027,"15-24","male","secondary","inactive",NA,193139
"Kenya",2027,"15-24","male","secondary","student",NA,2453315
"Kenya",2027,"15-24","male","secondary","unemployed",NA,270381
